prompt,completion,URL,pageType,date
What are the modules included in the first cohort of Prince Sultan University Elite's Program,"The first cohort of Elite's Program includes the following modules: Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What are the modules included in the second cohort of Prince Sultan University Elite's Program,"The second cohort of Elite's Program includes the following modules: Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO Model, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What topics are covered in the first cohort of Prince Sultan University Elite's Program?,"The first cohort of Elite's Program covers several topics, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What topics are covered in the second cohort of Prince Sultan University Elite's Program?,"The second cohort of Elite's Program covers several topics, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO Model, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What are some of the modules taught in the first cohort of Prince Sultan University Elite's Program?,"In the first cohort of Elite's Program, participants will learn about various topics, such as Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What are some of the modules taught in the second cohort of Prince Sultan University Elite's Program?,"In the second cohort of Elite's Program, participants will learn about various topics, such as Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO Model, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What subjects are part of the curriculum for the first cohort of Prince Sultan University Elite's Program?,"The first cohort of Elite's Program covers a range of subjects, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What subjects are part of the curriculum for the second cohort of Prince Sultan University Elite's Program?,"The second cohort of Elite's Program covers a range of subjects, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO Model, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What subjects are part of the curriculum for the first cohort of Prince Sultan University Elite's Program?,"The first cohort of Elite's  Program covers a range of subjects, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
What subjects are part of the curriculum for the second cohort of Prince Sultan University Elite's Program?,"The second cohort of Elite's  Program covers a range of subjects, including Growth Strategy, Managing Talent, Evaluation for Financial Needs, Governance, IPO Model, Growing your Business: Marketing, and Your Growth Story.",https://www.psu.edu.sa/en/ce-learning,CommunityAcademicServiceLearningProgramsEliteProgramInCollaborationwithMonsha'a/,2023-05-09
